"[run number]","scenarios","n","rayon","Quarantaine","p-immuniser","p-symptomatiques","p-asymptomatiques","p-retablies","p-mort","[step]","count turtles with [state = 0]","count turtles with [state = 1]","count turtles with [state = 2]"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","190","160","0","28"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","168","208","0","31"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","87","447","11","176"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","191","160","0","27"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","58","776","2","59"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","29","688","7","162"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","192","159","1","26"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","17","840","7","116"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","169","207","1","30"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","52","648","7","101"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","193","159","0","26"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","74","551","7","93"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","88","429","18","179"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","170","207","0","28"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","194","159","0","23"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","195","158","1","22"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","171","207","0","26"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","196","158","0","23"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","30","680","8","161"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","89","419","10","192"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","75","542","9","92"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","172","207","0","26"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","59","775","1","59"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","53","645","3","103"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","197","158","0","23"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","173","207","0","25"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","198","157","1","22"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","18","831","9","119"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","90","412","7","187"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","199","156","1","19"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","174","207","0","24"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","76","536","6","96"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","200","156","0","19"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","31","676","4","159"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","175","207","0","23"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","54","644","1","101"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","201","156","0","19"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","91","401","11","192"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","60","774","1","58"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","176","207","0","20"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","202","156","0","17"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","203","155","1","14"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","177","207","0","19"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","77","531","5","99"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","19","822","9","119"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","92","393","8","194"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","204","155","0","12"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","32","673","3","153"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","178","207","0","18"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","55","643","1","100"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","205","154","1","11"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","179","207","0","17"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","206","154","0","11"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","61","774","0","55"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","93","384","9","196"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","78","529","2","99"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","207","154","0","10"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","180","207","0","17"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","208","153","1","10"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","56","642","1","97"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","33","670","3","153"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","94","374","10","197"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","209","153","0","11"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","181","207","0","14"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","20","821","1","127"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","210","153","0","10"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","79","527","2","100"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","182","207","0","14"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","211","153","0","8"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","62","773","1","52"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","95","371","3","192"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","183","206","1","13"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","212","153","0","8"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","57","641","1","92"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","34","661","9","152"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","213","153","0","8"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","184","205","1","14"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","80","523","4","101"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","96","370","1","186"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","214","153","0","6"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","21","818","3","124"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","185","204","1","14"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","215","153","0","6"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","97","366","4","176"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","63","772","1","51"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","186","202","2","14"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","58","638","3","88"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","216","153","0","6"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","81","518","5","101"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","35","656","5","155"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","217","153","0","6"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","187","202","0","16"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","98","362","4","172"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","218","153","0","6"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","188","202","0","15"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","219","153","0","6"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","22","814","4","119"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","189","202","0","15"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","82","513","5","98"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","220","153","0","5"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","59","632","6","85"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","99","358","4","164"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","64","768","4","51"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","36","645","11","156"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","221","153","0","5"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","190","202","0","15"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","222","153","0","5"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","100","358","0","163"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","191","202","0","14"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","223","153","0","5"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","83","510","3","100"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","192","200","2","14"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","60","626","6","87"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","224","153","0","5"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","23","809","5","121"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","101","353","5","155"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","37","637","8","160"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","225","153","0","5"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","65","768","0","53"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","193","200","0","16"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","226","153","0","5"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","84","508","2","98"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","194","199","1","16"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","227","153","0","5"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","102","349","4","150"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","228","153","0","5"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","61","621","5","84"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","195","199","0","16"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","38","629","8","160"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","229","153","0","5"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","103","345","4","147"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","196","199","0","13"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","24","804","5","119"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","230","153","0","5"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","66","767","1","52"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","85","502","6","98"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","231","153","0","5"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","197","199","0","11"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","104","342","3","149"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","232","153","0","4"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","198","198","1","10"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","62","616","5","87"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","39","619","10","161"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","233","153","0","4"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","199","197","1","10"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","86","486","16","101"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","105","339","3","146"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","234","153","0","4"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","235","153","0","4"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","200","196","1","11"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","67","766","1","48"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","25","793","11","116"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","236","153","0","4"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","106","335","4","143"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","63","612","4","87"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","201","195","1","9"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","40","606","13","159"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","87","478","8","111"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","237","153","0","4"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","202","192","3","10"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","238","153","0","3"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","107","328","7","138"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","239","153","0","2"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","203","191","1","12"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","88","470","8","115"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","240","153","0","1"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","204","190","1","11"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","64","607","5","88"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","108","326","2","139"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","41","598","8","159"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","68","766","0","45"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","26","780","13","124"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","241","153","0","1"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","205","188","2","10"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","242","153","0","1"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","109","322","4","134"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","89","463","7","121"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","206","185","3","10"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","243","153","0","1"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","65","603","4","90"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","207","185","0","13"
"28","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","244","153","0","1"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","42","594","4","159"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","110","318","4","132"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","208","185","0","12"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","90","457","6","123"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","69","765","1","44"
"36","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","0","995","5","0"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","27","771","9","129"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","209","185","0","12"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","111","314","4","127"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","210","185","0","11"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","66","598","5","89"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","43","592","2","157"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","91","450","7","116"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","112","309","5","128"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","211","185","0","11"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","212","183","2","11"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","70","765","0","40"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","113","300","9","124"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","28","765","6","132"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","92","438","12","117"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","213","181","2","13"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","67","590","8","89"
"36","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","1","985","10","5"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","44","589","3","145"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","214","180","1","15"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","114","295","5","128"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","215","180","0","15"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","93","431","7","127"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","115","286","9","127"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","216","179","1","14"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","68","585","5","89"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","71","763","2","37"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","45","587","2","142"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","217","179","0","14"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","29","759","6","135"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","116","278","8","131"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","94","422","9","127"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","218","179","0","12"
"36","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","2","981","4","14"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","117","273","5","135"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","69","580","5","90"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","219","179","0","12"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","46","583","4","134"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","95","418","4","131"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","118","266","7","133"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","220","178","1","11"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","72","763","0","36"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","221","177","1","12"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","119","260","6","130"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","30","758","1","136"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","70","572","8","94"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","222","177","0","12"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","96","413","5","128"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","47","578","5","132"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","120","252","8","129"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","223","176","1","12"
"36","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","3","975","6","18"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","121","247","5","126"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","224","176","0","12"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","73","762","1","35"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","97","411","2","129"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","225","176","0","11"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","71","568","4","97"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","122","240","7","125"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","48","570","8","122"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","31","752","6","129"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","226","175","1","11"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","123","236","4","123"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","98","406","5","125"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","227","175","0","12"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","124","233","3","119"
"36","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","4","968","7","23"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","228","175","0","12"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","49","564","6","125"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","74","762","0","33"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","72","562","6","99"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","229","175","0","11"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","125","231","2","119"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","99","403","3","129"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","32","742","10","125"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","230","175","0","9"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","126","229","2","114"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","231","175","0","9"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","73","556","6","98"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","50","560","4","125"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","100","399","4","127"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","127","228","1","111"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","232","175","0","8"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","75","762","0","30"
"36","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","5","961","7","30"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","128","225","3","108"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","233","175","0","8"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","101","394","5","123"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","234","174","1","8"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","129","224","1","104"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","74","549","7","98"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","51","555","5","125"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","33","726","16","132"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","235","174","0","8"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","130","222","2","97"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","102","393","1","122"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","236","174","0","8"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","131","218","4","94"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","76","760","2","27"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","237","174","0","8"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","75","547","2","102"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","52","551","4","126"
"36","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","6","956","5","36"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","132","215","3","92"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","238","174","0","7"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","103","392","1","119"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","239","174","0","7"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","133","213","2","88"
"35","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","34","709","17","142"
"33","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","76","543","4","102"
"29","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","240","174","0","6"
"30","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","134","210","3","87"
"31","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","104","388","4","116"
"34","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","53","548","3","120"
"32","pop-sans-asymptomatique","1000","4","non","0","1","1","0.03","0.02","77","756","4","27"
